interview_id,theme_name,sentiment,importance_level,quote_sample,turn_number,analyst_notes,created_at,theme_id
P18,ขจัดคราบมัน,Positive,High,มันล้างมันออกง่าย เข้มข้น ใช้แค่นิดเดียวก็สะอาด บางทีน้ำมันหมูติดแน่น ก็ยังออก,4,,2025-12-12T18:50:42.184677,2
P18,ขจัดคราบมัน,Neutral,High,มีค่ะ แต่ชินแล้ว เพราะล้างทุกวัน ใส่ถุงมือบ้างไม่ใส่บ้าง แต่ไม่ซีเรียส ขอให้ล้างมันออกเร็วก็พอ,14,,2025-12-12T18:50:42.184677,2
P18,ขจัดคราบมัน,Positive,High,LiponF คือของร้านค้า ของตลาด ล้างมันดี Sunlight คือของบ้าน กลิ่นหอมแต่เบา ไม่คุ้มสำหรับงานเรา,20,,2025-12-12T18:50:42.184677,2
P18,กลิ่นหอม,Positive,Medium,เคยค่ะ กลิ่นหอมดี แต่ต้องบีบเยอะ เลยเปลืองกว่า รู้สึกมันเหมาะกับบ้านมากกว่า ไม่เหมาะกับงานตลาดที่ต้องล้างของมันจัด,6,,2025-12-12T18:50:42.184677,1
P18,กลิ่นหอม,Positive,Medium,LiponF คือของร้านค้า ของตลาด ล้างมันดี Sunlight คือของบ้าน กลิ่นหอมแต่เบา ไม่คุ้มสำหรับงานเรา,20,,2025-12-12T18:50:42.184677,1
P18,ฟอง,Mixed,Medium,มีค่ะ ไม่ชอบฟองเยอะ เพราะต้องใช้น้ำเยอะล้างออก ตลาดน้ำไม่แรง ต้องประหยัดน้ำไว้,10,,2025-12-12T18:50:42.184677,5
P18,ฟอง,Neutral,Medium,LiponF แน่นอนค่ะ คุ้ม เข้มข้น ฟองน้อย ล้างไว เหมาะกับคนทำงานจริงๆ,22,,2025-12-12T18:50:42.184677,5
P18,คุ้มค่า,Mixed,High,มีค่ะ ไม่ชอบฟองเยอะ เพราะต้องใช้น้ำเยอะล้างออก ตลาดน้ำไม่แรง ต้องประหยัดน้ำไว้,10,,2025-12-12T18:50:42.184677,3
P18,คุ้มค่า,Neutral,High,ต้องคุ้ม ดูโปรลดราคาที่ Makro หรือ ร้านส่ง บางทีซื้อ 2 แกลลอนขึ้นไปได้ของแถม คือล้างทุกวัน ของหมดเร็วมาก,18,,2025-12-12T18:50:42.184677,3
P18,คุ้มค่า,Positive,High,LiponF คือของร้านค้า ของตลาด ล้างมันดี Sunlight คือของบ้าน กลิ่นหอมแต่เบา ไม่คุ้มสำหรับงานเรา,20,,2025-12-12T18:50:42.184677,3
P18,คุ้มค่า,Neutral,High,LiponF แน่นอนค่ะ คุ้ม เข้มข้น ฟองน้อย ล้างไว เหมาะกับคนทำงานจริงๆ,22,,2025-12-12T18:50:42.184677,3
P18,ราคา,Neutral,Medium,ต้องคุ้ม ดูโปรลดราคาที่ Makro หรือ ร้านส่ง บางทีซื้อ 2 แกลลอนขึ้นไปได้ของแถม คือล้างทุกวัน ของหมดเร็วมาก,18,,2025-12-12T18:50:42.184677,7
P19,กลิ่นหอม,Positive,Medium,ใช้ Sunlight ค่ะ แต่เป็นสูตร Natural Lemon หรือบางทีก็ใช้แบรนด์ญี่ปุ่นที่กลิ่นหอมอ่อน ๆ พวก Muji หรือแบรนด์ Organic จากซูเปอร์พรีเมียมค่ะ,2,,2025-12-12T18:50:42.184677,1
P19,กลิ่นหอม,Mixed,Medium,รู้สึกว่าเป็นแบรนด์ที่ไว้ใจได้ มีหลายสูตรให้เลือก กลิ่นหอมสะอาด แต่ยังอยากให้มีเวอร์ชันที่ดีไซน์เรียบหรูขึ้น เหมือนแบรนด์ญี่ปุ่นหรือเกาหลีที่เน้นแพ็กเกจสวย,10,,2025-12-12T18:50:42.184677,1
P19,ล้างออกง่าย,Mixed,Medium,เพราะกลิ่นต้องดี ขวดต้องดูสะอาดตา วางไว้ในครัวแล้วไม่ขัดกับบรรยากาศ ส่วนประสิทธิภาพก็ต้องล้างง่าย ไม่เหนียว ไม่เหลือกลิ่นบนจาน,4,,2025-12-12T18:50:42.184677,8
P19,แพ็กเกจ,Mixed,High,เพราะกลิ่นต้องดี ขวดต้องดูสะอาดตา วางไว้ในครัวแล้วไม่ขัดกับบรรยากาศ ส่วนประสิทธิภาพก็ต้องล้างง่าย ไม่เหนียว ไม่เหลือกลิ่นบนจาน,4,,2025-12-12T18:50:42.184677,9
P19,แพ็กเกจ,Mixed,High,เคยตอนอยู่บ้านที่ต่างจังหวัดค่ะ ล้างมันดีมาก แต่กลิ่นแรง แล้วขวดดูบ้าน ๆ ไปหน่อย ตอนนี้อยากได้ของที่เข้ากับครัวสไตล์มินิมอลของคอนโดมากกว่า,6,,2025-12-12T18:50:42.184677,9
P19,แพ็กเกจ,Positive,High,กลิ่นและดีไซน์ค่ะ จริง ๆ ถ้าล้างดีเหมือนกันแต่ขวดสวยกว่า ฉันเลือกขวดสวยก่อนเลย (หัวเราะ) เพราะในคอนโดเล็ก ๆ ทุกอย่างต้องดูเรียบร้อย,8,,2025-12-12T18:50:42.184677,9
P19,แพ็กเกจ,Mixed,High,รู้สึกว่าเป็นแบรนด์ที่ไว้ใจได้ มีหลายสูตรให้เลือก กลิ่นหอมสะอาด แต่ยังอยากให้มีเวอร์ชันที่ดีไซน์เรียบหรูขึ้น เหมือนแบรนด์ญี่ปุ่นหรือเกาหลีที่เน้นแพ็กเกจสวย,10,,2025-12-12T18:50:42.184677,9
P19,แพ็กเกจ,Positive,High,Sunlight สูตรธรรมชาติ หรือไม่ก็แนะนำให้เทใส่ขวดใสเรียบ ๆ ไปเลยค่ะ ดูเรียบสะอาด ใช้ไปก็รู้สึกดีขึ้นเยอะ,20,,2025-12-12T18:50:42.184677,9
P19,ขจัดคราบมัน,Mixed,Medium,เคยตอนอยู่บ้านที่ต่างจังหวัดค่ะ ล้างมันดีมาก แต่กลิ่นแรง แล้วขวดดูบ้าน ๆ ไปหน่อย ตอนนี้อยากได้ของที่เข้ากับครัวสไตล์มินิมอลของคอนโดมากกว่า,6,,2025-12-12T18:50:42.184677,2
P19,ฟอง,Mixed,Medium,ถ้าฟองเยอะเกินไปจะรู้สึกว่าล้างไม่สะอาด ต้องใช้น้ำเยอะ ล้างออกยาก ชอบสูตรที่ฟองพอดี ๆ ล้างจบในครั้งเดียว,14,,2025-12-12T18:50:42.184677,5
P20,คุ้มค่า,Positive,Medium,ล้างดี สะอาด คราบอาหารมัน ออกหมด โดยไม่ต้องขัดเยอะ เวลาเด็กกินของทอดเยอะๆ ล้างแป๊บเดียวก็สะอาด คุ้มกับปริมาณค่ะ,4,,2025-12-12T18:50:42.185675,3
P20,คุ้มค่า,Mixed,Medium,เคยค่ะ กลิ่นหอมดี แต่ฟองเยอะ ต้องใช้น้ำเยอะล้างออก ในโรงเรียนต้องประหยัดน้ำ แล้วแม่บ้านบางคนมือแพ้ง่าย บอกว่าแรงไปหน่อย,6,,2025-12-12T18:50:42.185675,3
P20,กลิ่นหอม,Mixed,Medium,เคยค่ะ กลิ่นหอมดี แต่ฟองเยอะ ต้องใช้น้ำเยอะล้างออก ในโรงเรียนต้องประหยัดน้ำ แล้วแม่บ้านบางคนมือแพ้ง่าย บอกว่าแรงไปหน่อย,6,,2025-12-12T18:50:42.185675,1
P20,ฟอง,Mixed,Medium,เคยค่ะ กลิ่นหอมดี แต่ฟองเยอะ ต้องใช้น้ำเยอะล้างออก ในโรงเรียนต้องประหยัดน้ำ แล้วแม่บ้านบางคนมือแพ้ง่าย บอกว่าแรงไปหน่อย,6,,2025-12-12T18:50:42.185675,5
P20,ขจัดคราบมัน,Positive,Medium,ต้องแน่ใจว่าสะอาด ไม่เหลือกลิ่นหรือคราบมัน เพราะเด็กบางคนแพ้ง่าย ต้องระวังสารตกค้าง เลยใช้น้ำเยอะหน่อยตอนล้างสุดท้าย,8,,2025-12-12T18:50:42.185675,2
P20,ขจัดคราบมัน,Positive,Medium,LiponF คือ ของจริงจัง ล้างมัน เหมาะกับครัวใหญ่ Sunlight คือ ของบ้าน กลิ่นดี แต่ยังไม่ค่อยมั่นใจเรื่องสารตกค้าง เวลาใช้กับของเด็ก,16,,2025-12-12T18:50:42.185675,2
P20,ปลอดภัย,Positive,High,ต้องแน่ใจว่าสะอาด ไม่เหลือกลิ่นหรือคราบมัน เพราะเด็กบางคนแพ้ง่าย ต้องระวังสารตกค้าง เลยใช้น้ำเยอะหน่อยตอนล้างสุดท้าย,8,,2025-12-12T18:50:42.185675,4
P20,ปลอดภัย,Positive,High,LiponF คือ ของจริงจัง ล้างมัน เหมาะกับครัวใหญ่ Sunlight คือ ของบ้าน กลิ่นดี แต่ยังไม่ค่อยมั่นใจเรื่องสารตกค้าง เวลาใช้กับของเด็ก,16,,2025-12-12T18:50:42.185675,4
P20,ปลอดภัย,Neutral,High,LiponF ก่อนค่ะ แต่ถ้ามีสูตรที่ระบุว่า ปลอดภัยกับเด็ก และอ่อนโยนกับมือ จะเปลี่ยนทันที,18,,2025-12-12T18:50:42.185675,4
P21,กลิ่นหอม,Positive,High,ส่วนใหญ่ Sunlight ครับ เพราะซื้อสะดวก หอม ล้างมันออกดี ไม่ต้องบีบเยอะ กลิ่นเลมอนช่วยให้รู้สึกสดชื่นหลังวันเหนื่อย ๆ,4,,2025-12-12T18:50:42.185675,1
P21,กลิ่นหอม,Positive,High,ราคากับกลิ่นครับ บางเดือนเงินไม่พอ ก็เลือกแบบรีฟิลใหญ่คุ้ม แต่ยังต้องหอมด้วย ล้างแล้วไม่มีกลิ่นค้างในกล่อง,8,,2025-12-12T18:50:42.185675,1
P21,กลิ่นหอม,Positive,High,หอมแบบสดชื่น สะอาด ไม่ฉุน กลิ่นเลมอนหรือมะกรูดโอเค ล้างเสร็จแล้วรู้สึกห้องสะอาดด้วย,14,,2025-12-12T18:50:42.185675,1
P21,ขจัดคราบมัน,Positive,Medium,ส่วนใหญ่ Sunlight ครับ เพราะซื้อสะดวก หอม ล้างมันออกดี ไม่ต้องบีบเยอะ กลิ่นเลมอนช่วยให้รู้สึกสดชื่นหลังวันเหนื่อย ๆ,4,,2025-12-12T18:50:42.185675,2
P21,ขจัดคราบมัน,Positive,Medium,LiponF เหมาะกับร้านอาหาร ของจริงจัง Sunlight เหมาะกับใช้ในบ้านหรือคนอยู่หอ กลิ่นดีกว่า แต่ล้างมันน้อยกว่า ถ้าได้รวมข้อดีสองอย่างเข้าด้วยกันจะดีมาก,18,,2025-12-12T18:50:42.185675,2
P21,คุ้มค่า,Positive,Medium,ราคากับกลิ่นครับ บางเดือนเงินไม่พอ ก็เลือกแบบรีฟิลใหญ่คุ้ม แต่ยังต้องหอมด้วย ล้างแล้วไม่มีกลิ่นค้างในกล่อง,8,,2025-12-12T18:50:42.185675,3
P21,ราคา,Positive,Medium,ราคากับกลิ่นครับ บางเดือนเงินไม่พอ ก็เลือกแบบรีฟิลใหญ่คุ้ม แต่ยังต้องหอมด้วย ล้างแล้วไม่มีกลิ่นค้างในกล่อง,8,,2025-12-12T18:50:42.185675,7
P21,ฟอง,Mixed,Medium,มีครับ ไม่ชอบฟองเยอะ มันทำให้ล้างนาน อยากให้ล้างไว น้ำเดียวจบ เพราะตอนล้างส่วนใหญ่รีบ อยากพัก,12,,2025-12-12T18:50:42.185675,5
P22,กลิ่นหอม,Positive,High,ใช้ Sunlight ค่ะ สูตรเลมอนธรรมชาติ ซื้อจาก 7-11 เพราะหาซื้อง่าย แล้วกลิ่นหอม สดชื่นดี,2,,2025-12-12T18:50:42.186675,1
P22,กลิ่นหอม,Mixed,High,เพราะมันไม่แรงเกินไป ฟองไม่เยอะมาก ล้างง่ายในอ่างเล็ก ๆ ที่หอ แล้วกลิ่นมันหอมแบบสะอาด ล้างเสร็จแล้วห้องไม่มีกลิ่นอับ,4,,2025-12-12T18:50:42.186675,1
P22,กลิ่นหอม,Mixed,High,เคยตอนอยู่บ้านค่ะ ล้างมันดีมาก แต่ที่หอมันแรงไป กลิ่นอบในห้อง ล้างแล้วต้องเปิดพัดลมเลย (หัวเราะ),6,,2025-12-12T18:50:42.186675,1
P22,ล้างออกง่าย,Mixed,Medium,เพราะมันไม่แรงเกินไป ฟองไม่เยอะมาก ล้างง่ายในอ่างเล็ก ๆ ที่หอ แล้วกลิ่นมันหอมแบบสะอาด ล้างเสร็จแล้วห้องไม่มีกลิ่นอับ,4,,2025-12-12T18:50:42.186675,8
P22,ล้างออกง่าย,Positive,Medium,Sunlight ค่ะ หอม ล้างง่าย ไม่ฟองเยอะ หาซื้อง่ายด้วย,20,,2025-12-12T18:50:42.186675,8
P22,ฟอง,Mixed,High,เพราะมันไม่แรงเกินไป ฟองไม่เยอะมาก ล้างง่ายในอ่างเล็ก ๆ ที่หอ แล้วกลิ่นมันหอมแบบสะอาด ล้างเสร็จแล้วห้องไม่มีกลิ่นอับ,4,,2025-12-12T18:50:42.186675,5
P22,ฟอง,Negative,High,ค่ะ เพราะอ่างมันเล็กมาก ต้องวางจานซ้อน ๆ แล้วล้างทีละใบ ถ้าน้ำยาฟองเยอะจะล้างยากมาก ใช้น้ำเยอะกว่าจะหมดฟอง,8,,2025-12-12T18:50:42.186675,5
P22,ฟอง,Positive,High,Sunlight ค่ะ หอม ล้างง่าย ไม่ฟองเยอะ หาซื้อง่ายด้วย,20,,2025-12-12T18:50:42.186675,5
P22,ขจัดคราบมัน,Mixed,Medium,เคยตอนอยู่บ้านค่ะ ล้างมันดีมาก แต่ที่หอมันแรงไป กลิ่นอบในห้อง ล้างแล้วต้องเปิดพัดลมเลย (หัวเราะ),6,,2025-12-12T18:50:42.186675,2
P22,ขจัดคราบมัน,Mixed,Medium,Sunlight = หอม สดชื่น ใช้ง่ายในหอ LiponF = เข้มข้น ของแม่บ้านที่บ้าน ล้างมันดีแต่แรงไปสำหรับพื้นที่เล็ก,18,,2025-12-12T18:50:42.186675,2
P22,คุ้มค่า,Mixed,Medium,ขนาดขวดค่ะ ต้องเล็กพอดีอ่างหรือตู้ในหอ แล้วก็ราคาไม่แพง พวก refill pack ใช้สะดวกมากเพราะประหยัดพื้นที่,14,,2025-12-12T18:50:42.186675,3
P22,ราคา,Mixed,Medium,ขนาดขวดค่ะ ต้องเล็กพอดีอ่างหรือตู้ในหอ แล้วก็ราคาไม่แพง พวก refill pack ใช้สะดวกมากเพราะประหยัดพื้นที่,14,,2025-12-12T18:50:42.186675,7
P22,แพ็กเกจ,Mixed,Medium,ขนาดขวดค่ะ ต้องเล็กพอดีอ่างหรือตู้ในหอ แล้วก็ราคาไม่แพง พวก refill pack ใช้สะดวกมากเพราะประหยัดพื้นที่,14,,2025-12-12T18:50:42.186675,9
P23,ล้างออกง่าย,Neutral,Medium,เพราะมันล้างง่าย ไม่เหนียวมือ กลิ่นไม่ฉุน แล้วก็มีขายทั่วไป ไปตลาดร้านไหนก็มี ไม่ต้องหายี่ห้ออื่น,4,,2025-12-12T18:50:42.186675,8
P23,ล้างออกง่าย,Negative,Medium,อยากได้แบบกลิ่นไม่แรง ล้างออกง่าย ไม่ลื่นมือ เวลาแก่แล้วแรงไม่เยอะ ถ้าขวดบีบแข็งหรือฝาแน่นเกินก็เปิดไม่ออก,10,,2025-12-12T18:50:42.186675,8
P23,ขจัดคราบมัน,Mixed,Medium,เคยจ้ะ ล้างมันดีมาก แต่แรงไปหน่อย มือแห้ง แล้วพื้นมันจะลื่น ๆ เวลาหยดน้ำยาเยอะเกินไป,6,,2025-12-12T18:50:42.186675,2
P23,ขจัดคราบมัน,Positive,Medium,LiponF ล้างมันกว่า เหมาะกับร้านอาหาร Sunlight เหมาะกับบ้าน ใช้ง่าย กลิ่นหอมพอดี ไม่ฉุน,18,,2025-12-12T18:50:42.186675,2
P23,มือไม่แห้ง,Mixed,High,เคยจ้ะ ล้างมันดีมาก แต่แรงไปหน่อย มือแห้ง แล้วพื้นมันจะลื่น ๆ เวลาหยดน้ำยาเยอะเกินไป,6,,2025-12-12T18:50:42.186675,6
P23,มือไม่แห้ง,Negative,High,มีบ้าง มือแห้งง่ายเพราะอายุเยอะ ใช้ของแรง ๆ ไม่ได้ บางทีล้างเสร็จต้องรีบล้างน้ำเปล่าซ้ำเยอะ ๆ เพราะกลัวสารตกค้าง,8,,2025-12-12T18:50:42.186675,6
P23,มือไม่แห้ง,Negative,High,สนใจเลยลูก เพราะคนแก่ผิวบาง มือแห้งง่าย อยากได้แบบไม่ต้องใส่ถุงมือก็ไม่คัน,16,,2025-12-12T18:50:42.186675,6
P23,ปลอดภัย,Negative,Medium,มีบ้าง มือแห้งง่ายเพราะอายุเยอะ ใช้ของแรง ๆ ไม่ได้ บางทีล้างเสร็จต้องรีบล้างน้ำเปล่าซ้ำเยอะ ๆ เพราะกลัวสารตกค้าง,8,,2025-12-12T18:50:42.186675,4
P23,แพ็กเกจ,Negative,Medium,อยากได้แบบกลิ่นไม่แรง ล้างออกง่าย ไม่ลื่นมือ เวลาแก่แล้วแรงไม่เยอะ ถ้าขวดบีบแข็งหรือฝาแน่นเกินก็เปิดไม่ออก,10,,2025-12-12T18:50:42.186675,9
P23,แพ็กเกจ,Neutral,Medium,ร้านโชห่วยแถวบ้านจ้ะ เขาจะขายเป็นขวดกับถุงรีฟิล เลือกสูตรธรรมชาติไว้ก่อน กลัวแพ้,12,,2025-12-12T18:50:42.186675,9
P23,กลิ่นหอม,Positive,Medium,LiponF ล้างมันกว่า เหมาะกับร้านอาหาร Sunlight เหมาะกับบ้าน ใช้ง่าย กลิ่นหอมพอดี ไม่ฉุน,18,,2025-12-12T18:50:42.186675,1
P24,ขจัดคราบมัน,Positive,High,ใช้ LiponF ครับ ซื้อเป็นแกลลอนใหญ่จาก Makro เพราะล้างเยอะทุกวัน แล้วมันเข้มข้น ล้างมันออกดี,2,,2025-12-12T18:50:42.188179,2
P24,ขจัดคราบมัน,Positive,High,ดูที่ล้างมันได้ดี ฟองพอดี ล้างออกง่าย แล้วก็ต้องไม่เหลือกลิ่นติดแก้ว เพราะร้านขายเครื่องดื่มเยอะ แก้วต้องไม่มีกลิ่นเลย,8,,2025-12-12T18:50:42.188179,2
P24,ขจัดคราบมัน,Mixed,High,อยากได้แบบ “clean kitchen series” ไปเลยครับ ล้างไว ฟองน้อย ล้างมันดี ไม่มีกลิ่นติดแก้ว แล้วถ้ามี refill หรือระบบส่งถึงร้านได้ยิ่งดี,20,,2025-12-12T18:50:42.188179,2
P24,ขจัดคราบมัน,Positive,High,LiponF แน่นอนครับ เข้มข้น ประหยัด ล้างมันดี แต่จะบอกเพิ่มว่า “หาขวดรีฟิลสวย ๆ มาบรรจุเอง” จะดูดีขึ้นเยอะ,24,,2025-12-12T18:50:42.188179,2
P24,คุ้มค่า,Positive,High,ใช้แล้วรู้ว่ามันเอาอยู่ ล้างพวกจานมัน ๆ จากครัวได้สบาย อีกอย่างราคาต่อปริมาณคุ้มมาก ไม่ต้องบีบเยอะก็สะอาด,4,,2025-12-12T18:50:42.188179,3
P24,คุ้มค่า,Negative,High,ถ้าใช้ยี่ห้อที่ราคาถูกเกิน ฟองจะเยอะเกิน แล้วล้างออกยาก เปลืองน้ำมาก ยิ่งตอนเร่งรีบไม่คุ้มเลย,10,,2025-12-12T18:50:42.188179,3
P24,คุ้มค่า,Positive,High,LiponF แน่นอนครับ เข้มข้น ประหยัด ล้างมันดี แต่จะบอกเพิ่มว่า “หาขวดรีฟิลสวย ๆ มาบรรจุเอง” จะดูดีขึ้นเยอะ,24,,2025-12-12T18:50:42.188179,3
P24,ราคา,Positive,Medium,ใช้แล้วรู้ว่ามันเอาอยู่ ล้างพวกจานมัน ๆ จากครัวได้สบาย อีกอย่างราคาต่อปริมาณคุ้มมาก ไม่ต้องบีบเยอะก็สะอาด,4,,2025-12-12T18:50:42.188179,7
P24,ราคา,Negative,Medium,ถ้าใช้ยี่ห้อที่ราคาถูกเกิน ฟองจะเยอะเกิน แล้วล้างออกยาก เปลืองน้ำมาก ยิ่งตอนเร่งรีบไม่คุ้มเลย,10,,2025-12-12T18:50:42.188179,7
P24,กลิ่นหอม,Mixed,Medium,เคยครับ Sunlight ก็เคย แต่รู้สึกว่าเหมาะกับบ้านมากกว่า กลิ่นดีนะ แต่ในร้านมันหอมเกิน (หัวเราะ) บางทีแรงกลบกลิ่นกาแฟลูกค้าเลย,6,,2025-12-12T18:50:42.188179,1
P24,ล้างออกง่าย,Positive,Medium,ดูที่ล้างมันได้ดี ฟองพอดี ล้างออกง่าย แล้วก็ต้องไม่เหลือกลิ่นติดแก้ว เพราะร้านขายเครื่องดื่มเยอะ แก้วต้องไม่มีกลิ่นเลย,8,,2025-12-12T18:50:42.188179,8
P24,ฟอง,Positive,High,ดูที่ล้างมันได้ดี ฟองพอดี ล้างออกง่าย แล้วก็ต้องไม่เหลือกลิ่นติดแก้ว เพราะร้านขายเครื่องดื่มเยอะ แก้วต้องไม่มีกลิ่นเลย,8,,2025-12-12T18:50:42.188179,5
P24,ฟอง,Negative,High,ถ้าใช้ยี่ห้อที่ราคาถูกเกิน ฟองจะเยอะเกิน แล้วล้างออกยาก เปลืองน้ำมาก ยิ่งตอนเร่งรีบไม่คุ้มเลย,10,,2025-12-12T18:50:42.188179,5
P24,ฟอง,Mixed,High,อยากได้แบบ “clean kitchen series” ไปเลยครับ ล้างไว ฟองน้อย ล้างมันดี ไม่มีกลิ่นติดแก้ว แล้วถ้ามี refill หรือระบบส่งถึงร้านได้ยิ่งดี,20,,2025-12-12T18:50:42.188179,5
P24,แพ็กเกจ,Positive,Medium,มีครับ ผมเลือกขวดให้ดูเรียบสะอาดเลยนะ เพราะร้านผมครัวเปิด ขวดต้องดูไม่เลอะหรือสีฉูดฉาดเกินไป,22,,2025-12-12T18:50:42.188179,9
P24,แพ็กเกจ,Positive,Medium,LiponF แน่นอนครับ เข้มข้น ประหยัด ล้างมันดี แต่จะบอกเพิ่มว่า “หาขวดรีฟิลสวย ๆ มาบรรจุเอง” จะดูดีขึ้นเยอะ,24,,2025-12-12T18:50:42.188179,9
P25,ขจัดคราบมัน,Mixed,Medium,เคยครับ ที่บ้านเคยใช้ ล้างมันดีมาก แต่ผมรู้สึกว่ามันแรงไปนิด โดยเฉพาะเวลาล้างขวดแก้วเล็ก ๆ หรือกล่องอาหารส่วนตัว กลัวจะมีสารตกค้าง,4,,2025-12-12T18:50:42.188179,2
P25,ขจัดคราบมัน,Positive,Medium,LiponF คือ efficiency ล้างมันดีมาก เหมาะกับครัวมืออาชีพ Sunlight คือ everyday clean สำหรับคนทั่วไป หรือคนที่ต้องการความ balance ระหว่างสะอาดกับปลอดภัย,14,,2025-12-12T18:50:42.188179,2
P25,ปลอดภัย,Mixed,High,เคยครับ ที่บ้านเคยใช้ ล้างมันดีมาก แต่ผมรู้สึกว่ามันแรงไปนิด โดยเฉพาะเวลาล้างขวดแก้วเล็ก ๆ หรือกล่องอาหารส่วนตัว กลัวจะมีสารตกค้าง,4,,2025-12-12T18:50:42.188179,4
P25,ปลอดภัย,Mixed,High,มากครับ ต้องแน่ใจว่าไม่มีฟองหรือกลิ่นเหลือเลย เพราะสารตกค้างนิดเดียวอาจส่งผลต่อการทดลอง ถ้าน้ำยาล้างจานล้างออกยาก จะไม่ใช้เลย,6,,2025-12-12T18:50:42.188179,4
P25,ปลอดภัย,Neutral,High,สนใจแน่นอนครับ โดยเฉพาะถ้ามีการทดสอบว่าไม่มีสารตกค้างจริง ๆ จะซื้อเลย เพราะทุกวันนี้ยังไม่เห็นแบรนด์ไหนสื่อสารเรื่องนี้ชัด,12,,2025-12-12T18:50:42.188179,4
P25,ปลอดภัย,Positive,High,LiponF คือ efficiency ล้างมันดีมาก เหมาะกับครัวมืออาชีพ Sunlight คือ everyday clean สำหรับคนทั่วไป หรือคนที่ต้องการความ balance ระหว่างสะอาดกับปลอดภัย,14,,2025-12-12T18:50:42.188179,4
P25,ปลอดภัย,Neutral,High,ถ้าล้างหม้อหรือคราบหนัก — LiponF แต่ถ้าเป็นของที่ต้องแน่ใจเรื่องความปลอดภัย — Sunlight สูตรธรรมชาติครับ,16,,2025-12-12T18:50:42.188179,4
P25,แพ็กเกจ,Mixed,Medium,เคยครับ ที่บ้านเคยใช้ ล้างมันดีมาก แต่ผมรู้สึกว่ามันแรงไปนิด โดยเฉพาะเวลาล้างขวดแก้วเล็ก ๆ หรือกล่องอาหารส่วนตัว กลัวจะมีสารตกค้าง,4,,2025-12-12T18:50:42.188179,9
P25,ฟอง,Mixed,Medium,มากครับ ต้องแน่ใจว่าไม่มีฟองหรือกลิ่นเหลือเลย เพราะสารตกค้างนิดเดียวอาจส่งผลต่อการทดลอง ถ้าน้ำยาล้างจานล้างออกยาก จะไม่ใช้เลย,6,,2025-12-12T18:50:42.188179,5
P25,ล้างออกง่าย,Positive,Medium,ผมใช้สูตรธรรมชาติของ Sunlight เพราะกลิ่นอ่อน ล้างง่าย แล้วไม่รู้สึกว่ามีสารเคมีติดอยู่ พอแห้งแล้วไม่มีกลิ่น เหมือนสะอาดจริง ๆ,8,,2025-12-12T18:50:42.188179,8
P25,กลิ่นหอม,Mixed,Medium,"ให้ความสำคัญนะครับ แต่ไม่ใช่เพราะอยากให้หอม แต่อยากให้รู้สึก ""clean"" ไม่ใช่กลิ่นเคมีพ่นกลบ กลิ่น citrus เบา ๆ นี่โอเคมาก",10,,2025-12-12T18:50:42.188179,1
