interview_id,theme_name,theme_category,sentiment,confidence,importance_level,quote_sample,turn_number,transcript_id,reasoning,analyst_notes,created_at,theme_id
P13,กลิ่นหอม,Sensory,Mixed,0.75,High,เคยค่ะ ตอนอยู่บ้านแม่ ใช้ดีมาก ล้างมันออกหมดเลย แต่กลิ่นกับแพ็กเกจมันไม่เข้ากับครัวเรา (หัวเราะ) มันดูอุตสาหกรรมไปหน่อย,8,318,ผู้ตอบมีความพึงพอใจต่อประสิทธิภาพในการใช้งาน แต่มีความไม่พอใจเกี่ยวกับกลิ่นและแพ็กเกจที่ไม่เข้ากับสภาพแวดล้อม,,2025-12-12T19:18:00.722942,1
P13,กลิ่นหอม,Sensory,Positive,0.9,High,กลิ่นก่อนค่ะ อยากได้กลิ่นแบบธรรมชาติ สดชื่น ไม่เคมี แล้วก็ขวดต้องดูดี ถือถ่ายในคลิปแล้วไม่รู้สึกว่ากำลังโฆษณาแบรนด์ใดแบรนด์หนึ่งจ๋าเกินไป,10,320,ข้อความแสดงถึงความต้องการในกลิ่นที่สดชื่นและธรรมชาติ รวมถึงความพึงพอใจในรูปแบบของขวดที่ดูดี ซึ่งบ่งบอกถึงความรู้สึกเชิงบวกต่อผลิตภัณฑ์,,2025-12-12T19:18:00.722942,1
P13,กลิ่นหอม,Sensory,Positive,0.9,High,สนใจค่ะ ตอนนี้เราเริ่มรีวิวของที่รีไซเคิลได้เยอะขึ้น ถ้าน้ำยาล้างจานทำจากส่วนผสมธรรมชาติ กลิ่นอ่อน ขวดรีฟิลได้ จะเป็นจุดขายที่ดีมาก,14,324,ข้อความแสดงถึงความสนใจและความคิดเชิงบวกเกี่ยวกับผลิตภัณฑ์ที่มีส่วนผสมธรรมชาติและการรีไซเคิล ซึ่งถือเป็นจุดขายที่ดี,,2025-12-12T19:18:00.722942,1
P13,กลิ่นหอม,Sensory,Neutral,0.7,High,Sunlight จะพูดในเชิง lifestyle friendly ค่ะ “กลิ่นดี เข้ากับบ้าน” ส่วน LiponF จะพูดว่า “สูตรเข้มข้น ล้างมันออกดี” แต่จะไม่เน้นภาพ เพราะไม่เข้ากับ mood,16,326,ข้อความมีการพูดถึงกลิ่นและคุณสมบัติของผลิตภัณฑ์ แต่ไม่ได้แสดงความรู้สึกที่ชัดเจนในเชิงบวกหรือลบ,,2025-12-12T19:18:00.722942,1
P13,กลิ่นหอม,Sensory,Positive,0.9,High,อยากให้เป็นโทนขาวขุ่น เรียบ สกรีนตัวหนังสือสีเทา กลิ่นสะอาดแบบยูคาลิปตัสหรือตะไคร้ แล้วใส่ refill pouch จะได้รักษ์โลกด้วย,18,328,ข้อความแสดงถึงความต้องการในสิ่งที่มีความสะอาดและรักษ์โลก ซึ่งเป็นแนวคิดที่ดีและสร้างสรรค์,,2025-12-12T19:18:00.722942,1
P13,กลิ่นหอม,Sensory,Positive,0.85,High,Sunlight สูตรธรรมชาติค่ะ หรือไม่ก็แบรนด์ญี่ปุ่นบางตัว แต่ Sunlight หาง่าย ใช้จริงก็ดีด้วย,20,330,ผู้ตอบแสดงความพึงพอใจต่อผลิตภัณฑ์ Sunlight และชื่นชอบในคุณภาพของมัน รวมถึงการที่หาซื้อได้ง่าย,,2025-12-12T19:18:00.722942,1
P13,แพ็กเกจ / ขวด / ดีไซน์,Aesthetic,Positive,0.9,High,ตอนนี้ใช้ Sunlight ค่ะ แต่ไม่ใช่ทุกสูตรนะคะ ต้องเป็นขวดโทนสีขาว-เหลืองแบบเลมอนหรือสูตรธรรมชาติ เพราะเข้ากับบ้านค่ะ (หัวเราะ),2,312,ผู้ตอบแสดงความชอบต่อผลิตภัณฑ์ Sunlight โดยเฉพาะสูตรที่เลือกใช้ และมีการใช้คำที่แสดงถึงความพึงพอใจ เช่น 'เข้ากับบ้าน' และการหัวเราะที่แสดงถึงความรู้สึกดี,,2025-12-12T19:18:00.722942,31
P13,แพ็กเกจ / ขวด / ดีไซน์,Design,Positive,0.8,High,มีมากเลยค่ะ เพราะบ้านเราถ่ายคอนเทนต์ตลอด ถ้าวางขวดสีจัด ๆ มันจะโดดออกมาเกินไป บางทีต้องเทใส่ขวดหัวปั๊มที่เป็นโทนขาวเพื่อให้เข้ากับครัว,4,314,ผู้ตอบแสดงความพึงพอใจในการเลือกขวดที่เหมาะสมกับการถ่ายคอนเทนต์ โดยเน้นถึงความสำคัญของดีไซน์ที่เข้ากับบรรยากาศในบ้าน,,2025-12-12T19:18:00.722942,31
P13,แพ็กเกจ / ขวด / ดีไซน์,Aesthetic,Mixed,0.75,High,เคยค่ะ ตอนอยู่บ้านแม่ ใช้ดีมาก ล้างมันออกหมดเลย แต่กลิ่นกับแพ็กเกจมันไม่เข้ากับครัวเรา (หัวเราะ) มันดูอุตสาหกรรมไปหน่อย,8,318,ผู้ตอบมีความพึงพอใจต่อประสิทธิภาพในการใช้งาน แต่มีความไม่พอใจเกี่ยวกับกลิ่นและดีไซน์ของแพ็กเกจที่ไม่เข้ากับสภาพแวดล้อม,,2025-12-12T19:18:00.722942,31
P13,แพ็กเกจ / ขวด / ดีไซน์,Design,Positive,0.8,High,กลิ่นก่อนค่ะ อยากได้กลิ่นแบบธรรมชาติ สดชื่น ไม่เคมี แล้วก็ขวดต้องดูดี ถือถ่ายในคลิปแล้วไม่รู้สึกว่ากำลังโฆษณาแบรนด์ใดแบรนด์หนึ่งจ๋าเกินไป,10,320,ผู้ตอบแสดงความต้องการในกลิ่นที่เป็นธรรมชาติและสดชื่น รวมถึงความต้องการให้ขวดมีดีไซน์ที่ดูดี ซึ่งแสดงถึงความพึงพอใจในผลิตภัณฑ์ที่ต้องการ,,2025-12-12T19:18:00.722942,31
P13,แพ็กเกจ / ขวด / ดีไซน์,Design,Positive,0.9,High,มากค่ะ ถ้ามีแบรนด์ที่กล้าทำขวดเรียบ ๆ สีขาว-เทา แล้วเน้นคำว่า natural หรือ sustainable จะน่าสนใจมาก โดยเฉพาะคนรุ่นใหม่ที่มองของใช้เป็นส่วนหนึ่งของบ้าน ไม่ใช่แค่ของใช้,12,322,ข้อความแสดงถึงความสนใจและความชื่นชอบในแนวคิดของการออกแบบขวดที่เรียบง่ายและเน้นความเป็นธรรมชาติ ซึ่งสอดคล้องกับความต้องการของคนรุ่นใหม่,,2025-12-12T19:18:00.722942,31
P13,แพ็กเกจ / ขวด / ดีไซน์,Packaging / Design,Positive,0.9,High,สนใจค่ะ ตอนนี้เราเริ่มรีวิวของที่รีไซเคิลได้เยอะขึ้น ถ้าน้ำยาล้างจานทำจากส่วนผสมธรรมชาติ กลิ่นอ่อน ขวดรีฟิลได้ จะเป็นจุดขายที่ดีมาก,14,324,ข้อความแสดงถึงความสนใจและความคิดเชิงบวกต่อผลิตภัณฑ์ที่มีส่วนผสมธรรมชาติและการรีไซเคิล ซึ่งถือเป็นจุดขายที่ดี,,2025-12-12T19:18:00.722942,31
P13,แพ็กเกจ / ขวด / ดีไซน์,Design,Positive,0.9,High,อยากให้เป็นโทนขาวขุ่น เรียบ สกรีนตัวหนังสือสีเทา กลิ่นสะอาดแบบยูคาลิปตัสหรือตะไคร้ แล้วใส่ refill pouch จะได้รักษ์โลกด้วย,18,328,ข้อความแสดงความต้องการในเชิงบวกเกี่ยวกับดีไซน์และกลิ่นที่ต้องการ รวมถึงการรักษ์โลกด้วยการใช้ refill pouch ซึ่งแสดงถึงความใส่ใจต่อสิ่งแวดล้อม,,2025-12-12T19:18:00.722942,31
P13,ล้างออกง่าย,Usability,Positive,0.9,Medium,ใช้ดีค่ะ กลิ่นหอมสะอาด ฟองไม่เยอะ ล้างง่าย เหมาะกับคนที่ไม่ได้ทำอาหารมันมาก อย่างเราส่วนใหญ่ทำอาหารคลีน ๆ จานไม่ค่อยมัน,6,316,ผู้ตอบแสดงความพึงพอใจต่อผลิตภัณฑ์ โดยระบุว่ามีคุณสมบัติที่ดี เช่น กลิ่นหอม ฟองไม่เยอะ และล้างออกง่าย ซึ่งเหมาะกับการใช้งานของตน,,2025-12-12T19:18:00.722942,20
P13,ฟอง,Performance,Positive,0.9,Medium,ใช้ดีค่ะ กลิ่นหอมสะอาด ฟองไม่เยอะ ล้างง่าย เหมาะกับคนที่ไม่ได้ทำอาหารมันมาก อย่างเราส่วนใหญ่ทำอาหารคลีน ๆ จานไม่ค่อยมัน,6,316,ผู้ตอบแสดงความพึงพอใจต่อผลิตภัณฑ์ โดยระบุว่ามีกลิ่นหอมสะอาด และใช้งานง่าย เหมาะกับการทำอาหารที่ไม่มัน,,2025-12-12T19:18:00.722942,13
P13,ขจัดคราบมัน,Performance,Mixed,0.75,Medium,เคยค่ะ ตอนอยู่บ้านแม่ ใช้ดีมาก ล้างมันออกหมดเลย แต่กลิ่นกับแพ็กเกจมันไม่เข้ากับครัวเรา (หัวเราะ) มันดูอุตสาหกรรมไปหน่อย,8,318,ผู้ตอบมีความพึงพอใจในประสิทธิภาพของผลิตภัณฑ์ในการขจัดคราบมัน แต่มีความไม่พอใจเกี่ยวกับกลิ่นและแพ็กเกจที่ไม่เข้ากับครัว,,2025-12-12T19:18:00.722942,2
P13,ขจัดคราบมัน,Performance,Positive,0.8,Medium,Sunlight จะพูดในเชิง lifestyle friendly ค่ะ “กลิ่นดี เข้ากับบ้าน” ส่วน LiponF จะพูดว่า “สูตรเข้มข้น ล้างมันออกดี” แต่จะไม่เน้นภาพ เพราะไม่เข้ากับ mood,16,326,ข้อความมีการพูดถึงคุณสมบัติที่ดีของผลิตภัณฑ์ เช่น 'กลิ่นดี' และ 'สูตรเข้มข้น' ซึ่งแสดงถึงความพึงพอใจต่อผลิตภัณฑ์,,2025-12-12T19:18:00.722942,2
P13,สิ่งแวดล้อม,Environmental,Positive,0.9,High,กลิ่นก่อนค่ะ อยากได้กลิ่นแบบธรรมชาติ สดชื่น ไม่เคมี แล้วก็ขวดต้องดูดี ถือถ่ายในคลิปแล้วไม่รู้สึกว่ากำลังโฆษณาแบรนด์ใดแบรนด์หนึ่งจ๋าเกินไป,10,320,ข้อความแสดงความต้องการในเชิงบวกต่อกลิ่นธรรมชาติและความสวยงามของขวด โดยไม่มีความรู้สึกเชิงลบเกี่ยวกับการโฆษณา,,2025-12-12T19:18:00.722942,25
P13,สิ่งแวดล้อม,Environmental,Positive,0.9,High,มากค่ะ ถ้ามีแบรนด์ที่กล้าทำขวดเรียบ ๆ สีขาว-เทา แล้วเน้นคำว่า natural หรือ sustainable จะน่าสนใจมาก โดยเฉพาะคนรุ่นใหม่ที่มองของใช้เป็นส่วนหนึ่งของบ้าน ไม่ใช่แค่ของใช้,12,322,ข้อความแสดงถึงความสนใจและความชื่นชอบในแนวคิดของการออกแบบผลิตภัณฑ์ที่เน้นความเป็นธรรมชาติและยั่งยืน ซึ่งสอดคล้องกับความต้องการของคนรุ่นใหม่,,2025-12-12T19:18:00.722942,25
P13,สิ่งแวดล้อม,Environmental,Positive,0.9,High,สนใจค่ะ ตอนนี้เราเริ่มรีวิวของที่รีไซเคิลได้เยอะขึ้น ถ้าน้ำยาล้างจานทำจากส่วนผสมธรรมชาติ กลิ่นอ่อน ขวดรีฟิลได้ จะเป็นจุดขายที่ดีมาก,14,324,ข้อความแสดงถึงความสนใจและความคิดเชิงบวกเกี่ยวกับผลิตภัณฑ์ที่เป็นมิตรกับสิ่งแวดล้อม โดยเฉพาะการรีไซเคิลและการใช้ส่วนผสมธรรมชาติ,,2025-12-12T19:18:00.722942,25
P13,สิ่งแวดล้อม,Environmental,Positive,0.9,High,อยากให้เป็นโทนขาวขุ่น เรียบ สกรีนตัวหนังสือสีเทา กลิ่นสะอาดแบบยูคาลิปตัสหรือตะไคร้ แล้วใส่ refill pouch จะได้รักษ์โลกด้วย,18,328,ข้อความแสดงถึงความต้องการในการสร้างสรรค์สิ่งที่เป็นมิตรต่อสิ่งแวดล้อมและมีความสวยงาม ซึ่งแสดงถึงความพึงพอใจและความคิดเชิงบวกต่อการรักษ์โลก,,2025-12-12T19:18:00.722942,25
P13,คุ้มค่า / ประหยัด,Value,Positive,0.9,Medium,Sunlight สูตรธรรมชาติค่ะ หรือไม่ก็แบรนด์ญี่ปุ่นบางตัว แต่ Sunlight หาง่าย ใช้จริงก็ดีด้วย,20,330,ผู้ตอบแสดงความพึงพอใจต่อผลิตภัณฑ์ Sunlight โดยระบุว่าหาง่ายและใช้จริงก็ดี ซึ่งแสดงถึงความคุ้มค่าและประหยัด,,2025-12-12T19:18:00.722942,5
P13,ปลอดภัย / ไม่มีสารตกค้าง,Safety,Positive,0.9,Medium,Sunlight สูตรธรรมชาติค่ะ หรือไม่ก็แบรนด์ญี่ปุ่นบางตัว แต่ Sunlight หาง่าย ใช้จริงก็ดีด้วย,20,330,ข้อความแสดงถึงความชื่นชอบในผลิตภัณฑ์ Sunlight โดยระบุว่าสูตรธรรมชาติและใช้งานได้ดี ทำให้มีความรู้สึกเชิงบวกต่อผลิตภัณฑ์,,2025-12-12T19:18:00.722942,11
P14,ราคา,Value,Positive,0.9,Medium,ที่นี่ส่วนใหญ่ใช้ Sunlight ครับ เพราะมันมีขายทั่วไป ในซูเปอร์มาร์เก็ต ทุกคนในหอรู้จัก และราคากลาง ๆ ไม่แพง,2,332,ข้อความแสดงถึงความพึงพอใจในการใช้ผลิตภัณฑ์ Sunlight โดยระบุว่ามีขายทั่วไปและราคาไม่แพง ซึ่งบ่งบอกถึงความสะดวกและความคุ้มค่า,,2025-12-12T19:19:22.032121,18
P14,ราคา,Value,Neutral,0.75,Medium,ราคากับกลิ่นครับ ขวดขนาดกลางจะสะดวกสุด เพราะห้องครัวเล็ก ถ้าขวดใหญ่ไปไม่มีที่วาง,16,346,ข้อความมีการพูดถึงราคาและขนาดของขวดในเชิงข้อมูล ไม่มีการแสดงความรู้สึกเชิงบวกหรือเชิงลบที่ชัดเจน,,2025-12-12T19:19:22.032121,18
P14,คุ้มค่า / ประหยัด,Value,Positive,0.9,High,ที่นี่ส่วนใหญ่ใช้ Sunlight ครับ เพราะมันมีขายทั่วไป ในซูเปอร์มาร์เก็ต ทุกคนในหอรู้จัก และราคากลาง ๆ ไม่แพง,2,332,ข้อความแสดงถึงความพึงพอใจในการใช้ผลิตภัณฑ์ Sunlight เนื่องจากมีจำหน่ายทั่วไป ราคาที่ไม่แพง และเป็นที่รู้จักในกลุ่มคน ทำให้รู้สึกว่าคุ้มค่าและประหยัด,,2025-12-12T19:19:22.032121,5
P14,คุ้มค่า / ประหยัด,Value,Neutral,0.75,High,อยากให้ล้างออกง่าย เพราะน้ำที่นี่แรงดันสูง ฟองเยอะเกินจะเปลืองน้ำ เราเลยเลือกสูตรฟองน้อย,10,340,ข้อความแสดงถึงความต้องการในการใช้งานผลิตภัณฑ์โดยเน้นที่การประหยัดน้ำและความสะดวกในการล้างออก แต่ไม่มีการแสดงความรู้สึกที่ชัดเจนในเชิงบวกหรือลบ,,2025-12-12T19:19:22.032121,5
P14,คุ้มค่า / ประหยัด,Value,Positive,0.8,High,ตอนอยู่ไทยเคยครับ เข้มข้นมาก ล้างหม้อทอดได้สบาย แต่ที่นี่ไม่เห็นขาย ถ้ามีคงใช้แน่เพราะคุ้มกว่า,12,342,ผู้ตอบแสดงความพึงพอใจต่อผลิตภัณฑ์ที่เคยใช้ในไทยและมีความต้องการที่จะใช้หากมีขายในที่นั้น เนื่องจากมองว่าคุ้มค่า,,2025-12-12T19:19:22.032121,5
P14,คุ้มค่า / ประหยัด,Value,Positive,0.9,High,บอกว่า Sunlight เลย หาซื้อง่าย ทุกคนใช้ได้ ไม่แรง ไม่เปลืองน้ำ,24,354,ข้อความแสดงถึงความพึงพอใจในการใช้ผลิตภัณฑ์ Sunlight โดยเน้นที่ความสะดวกในการหาซื้อและการใช้งานที่ไม่สิ้นเปลืองน้ำ ซึ่งสอดคล้องกับบริบทของความคุ้มค่าและประหยัด,,2025-12-12T19:19:22.032121,5
P14,กลิ่นหอม,Sensory,Positive,0.9,High,รู้จักอยู่แล้ว ที่ไทยก็เคยใช้ พอมาเห็นที่นี่เลยรู้สึกคุ้น แบบไม่ต้องคิดเยอะ กลิ่นก็เหมือนเดิมเลย (หัวเราะ),4,334,ผู้ตอบแสดงความรู้สึกคุ้นเคยและพอใจกับกลิ่นที่เหมือนเดิม โดยมีการใช้คำว่า 'รู้สึกคุ้น' และ 'ไม่ต้องคิดเยอะ' ซึ่งแสดงถึงความพึงพอใจ,,2025-12-12T19:19:22.032121,1
P14,กลิ่นหอม,Sensory,Positive,0.9,High,ชอบครับ เขาบอกว่ากลิ่นมันสะอาด ไม่แรง ของบางแบรนด์ที่นี่กลิ่นฟลอรัลจัด จนเพื่อนคนยุโรปบ่น แต่ Sunlight เลมอนนี่โอเคกับทุกคน,6,336,ผู้ตอบแสดงความชอบและความพึงพอใจต่อกลิ่นที่สะอาดและไม่แรง รวมถึงการยกย่องแบรนด์ Sunlight ว่าเหมาะกับทุกคน,,2025-12-12T19:19:22.032121,1
P14,กลิ่นหอม,Sensory,Positive,0.8,High,เราซื้อหมุนกันครับ ใครเห็นหมดก่อนก็ไปซื้อมาวาง เราเลยต้องเลือกแบรนด์ที่ทุกคนใช้ได้ ไม่มีกลิ่นที่คนแพ้,8,338,ข้อความแสดงถึงความพึงพอใจในการเลือกแบรนด์ที่ทุกคนสามารถใช้ได้ โดยไม่มีปัญหาเรื่องกลิ่นที่อาจทำให้แพ้ ซึ่งบ่งบอกถึงความใส่ใจในความต้องการของกลุ่ม,,2025-12-12T19:19:22.032121,1
P14,กลิ่นหอม,Sensory,Positive,0.9,High,แบรนด์ท้องถิ่นบางตัวเน้นกลิ่นหอมแรงๆ แต่ Sunlight ดูสมดุลกว่า สะอาด หอมแบบธรรมชาติ เหมาะกับหอที่มีคนหลายเชื้อชาติ,14,344,ข้อความแสดงความชื่นชอบต่อกลิ่นหอมของผลิตภัณฑ์ Sunlight ที่มีความสมดุลและเหมาะกับการใช้งานในหอพักที่มีคนหลายเชื้อชาติ,,2025-12-12T19:19:22.032121,1
P14,กลิ่นหอม,Sensory,Neutral,0.75,High,ราคากับกลิ่นครับ ขวดขนาดกลางจะสะดวกสุด เพราะห้องครัวเล็ก ถ้าขวดใหญ่ไปไม่มีที่วาง,16,346,ข้อความแสดงถึงความคิดเห็นเกี่ยวกับขนาดของขวดและความสะดวกในการใช้งาน แต่ไม่ได้แสดงความรู้สึกเชิงบวกหรือเชิงลบอย่างชัดเจน,,2025-12-12T19:19:22.032121,1
P14,กลิ่นหอม,Sensory,Positive,0.8,High,เขาชอบ Sunlight เพราะไม่เหลือกลิ่นบนแก้วกาแฟ บางแบรนด์กลิ่นติดจาน เพื่อนบ่นเลยว่าเหมือนกินกาแฟผสมสบู่ (หัวเราะ),18,348,ผู้ตอบแสดงความชอบต่อผลิตภัณฑ์ Sunlight ที่ไม่ทิ้งกลิ่นบนแก้วกาแฟ และมีการใช้คำพูดที่มีอารมณ์ขันเกี่ยวกับแบรนด์อื่นที่มีกลิ่นติดจาน,,2025-12-12T19:19:22.032121,1
P14,กลิ่นหอม,Sensory,Neutral,0.75,High,ไม่ครับ เพราะต้องแชร์กัน กลิ่นแรงคนอื่นอาจไม่ชอบ ต้องเลือกกลาง ๆ ไว้ก่อน,20,350,ข้อความแสดงถึงการพิจารณาและความระมัดระวังในการเลือกกลิ่น โดยไม่มีการแสดงความรู้สึกเชิงบวกหรือเชิงลบอย่างชัดเจน,,2025-12-12T19:19:22.032121,1
P14,ปลอดภัย / ไม่มีสารตกค้าง,Safety,Positive,0.8,High,เราซื้อหมุนกันครับ ใครเห็นหมดก่อนก็ไปซื้อมาวาง เราเลยต้องเลือกแบรนด์ที่ทุกคนใช้ได้ ไม่มีกลิ่นที่คนแพ้,8,338,ข้อความแสดงถึงความพึงพอใจในการเลือกแบรนด์ที่ปลอดภัยและไม่มีสารตกค้าง รวมถึงการร่วมมือกันในการซื้อ ซึ่งบ่งบอกถึงความรู้สึกดีๆ ในการทำกิจกรรมร่วมกัน,,2025-12-12T19:19:22.032121,11
P14,ปลอดภัย / ไม่มีสารตกค้าง,Safety,Positive,0.9,High,แบรนด์ท้องถิ่นบางตัวเน้นกลิ่นหอมแรงๆ แต่ Sunlight ดูสมดุลกว่า สะอาด หอมแบบธรรมชาติ เหมาะกับหอที่มีคนหลายเชื้อชาติ,14,344,ผู้ตอบแสดงความชื่นชอบในความสมดุลของกลิ่นและความสะอาดของผลิตภัณฑ์ Sunlight ซึ่งเหมาะกับการใช้งานในหอที่มีคนหลายเชื้อชาติ,,2025-12-12T19:19:22.032121,11
P14,ปลอดภัย / ไม่มีสารตกค้าง,Safety,Positive,0.9,High,เขาชอบ Sunlight เพราะไม่เหลือกลิ่นบนแก้วกาแฟ บางแบรนด์กลิ่นติดจาน เพื่อนบ่นเลยว่าเหมือนกินกาแฟผสมสบู่ (หัวเราะ),18,348,ผู้ตอบแสดงความชื่นชอบต่อผลิตภัณฑ์ Sunlight ที่ไม่ทิ้งกลิ่นบนแก้วกาแฟ และมีการเปรียบเทียบเชิงบวกกับแบรนด์อื่นที่มีปัญหากลิ่นติดจาน,,2025-12-12T19:19:22.032121,11
P14,ล้างออกง่าย,Performance,Neutral,0.75,Medium,อยากให้ล้างออกง่าย เพราะน้ำที่นี่แรงดันสูง ฟองเยอะเกินจะเปลืองน้ำ เราเลยเลือกสูตรฟองน้อย,10,340,ข้อความแสดงความต้องการให้ล้างออกง่าย แต่ไม่ได้แสดงความรู้สึกเชิงบวกหรือเชิงลบชัดเจน มีการพูดถึงปัญหาเกี่ยวกับน้ำแรงดันสูงและฟองมากเกินไป,,2025-12-12T19:19:22.032121,20
P14,ล้างออกง่าย,Performance,Positive,0.9,Medium,บอกว่า Sunlight เลย หาซื้อง่าย ทุกคนใช้ได้ ไม่แรง ไม่เปลืองน้ำ,24,354,ข้อความแสดงถึงความพึงพอใจในผลิตภัณฑ์ Sunlight โดยระบุว่าหาซื้อง่าย ใช้งานได้ดี ไม่เปลืองน้ำ ซึ่งเป็นข้อดีที่ทำให้รู้สึกดีต่อผลิตภัณฑ์,,2025-12-12T19:19:22.032121,20
P14,ฟอง,Performance,Neutral,0.75,Medium,อยากให้ล้างออกง่าย เพราะน้ำที่นี่แรงดันสูง ฟองเยอะเกินจะเปลืองน้ำ เราเลยเลือกสูตรฟองน้อย,10,340,ข้อความแสดงความต้องการในการล้างฟองออกง่ายและเลือกสูตรฟองน้อย แต่ไม่มีการแสดงอารมณ์เชิงบวกหรือเชิงลบที่ชัดเจน,,2025-12-12T19:19:22.032121,13
P14,ขจัดคราบมัน,Performance,Positive,0.85,Medium,ตอนอยู่ไทยเคยครับ เข้มข้นมาก ล้างหม้อทอดได้สบาย แต่ที่นี่ไม่เห็นขาย ถ้ามีคงใช้แน่เพราะคุ้มกว่า,12,342,ผู้ตอบแสดงความพึงพอใจต่อประสิทธิภาพในการล้างหม้อทอดและความต้องการที่จะใช้ผลิตภัณฑ์นี้อีก หากมีขายในที่นั้น,,2025-12-12T19:19:22.032121,2
P14,ขจัดคราบมัน,Performance,Positive,0.85,Medium,แบรนด์ท้องถิ่นบางตัวเน้นกลิ่นหอมแรงๆ แต่ Sunlight ดูสมดุลกว่า สะอาด หอมแบบธรรมชาติ เหมาะกับหอที่มีคนหลายเชื้อชาติ,14,344,ผู้ตอบแสดงความพึงพอใจต่อกลิ่นที่สมดุลและความเหมาะสมของผลิตภัณฑ์กับผู้ใช้ที่หลากหลาย,,2025-12-12T19:19:22.032121,2
P14,แพ็กเกจ / ขวด / ดีไซน์,Design,Neutral,0.75,Medium,ราคากับกลิ่นครับ ขวดขนาดกลางจะสะดวกสุด เพราะห้องครัวเล็ก ถ้าขวดใหญ่ไปไม่มีที่วาง,16,346,ข้อความมีการพูดถึงข้อดีของขวดขนาดกลางที่สะดวก แต่ไม่มีการแสดงความรู้สึกเชิงบวกหรือเชิงลบที่ชัดเจนเกี่ยวกับราคาและกลิ่น,,2025-12-12T19:19:22.032121,31
P14,แพ็กเกจ / ขวด / ดีไซน์,Packaging / Design,Positive,0.9,Medium,สนใจครับ เพราะที่นี่เขาแยกขยะจริงจัง ถ้ามี refill หรือ ขวดรีไซเคิลได้จะรู้สึกดีมาก,22,352,ผู้ตอบแสดงความสนใจและความพึงพอใจต่อการแยกขยะและแนวคิดในการใช้ขวดรีไซเคิลหรือ refill ซึ่งแสดงถึงความรับผิดชอบต่อสิ่งแวดล้อม,,2025-12-12T19:19:22.032121,31
P14,สิ่งแวดล้อม,Environmental,Positive,0.9,Medium,สนใจครับ เพราะที่นี่เขาแยกขยะจริงจัง ถ้ามี refill หรือ ขวดรีไซเคิลได้จะรู้สึกดีมาก,22,352,ผู้ตอบแสดงความสนใจและความพึงพอใจต่อการแยกขยะและการมีขวดรีไซเคิล ซึ่งแสดงถึงทัศนคติเชิงบวกต่อสิ่งแวดล้อม,,2025-12-12T19:19:22.032121,25
P15,มือไม่แห้ง / อ่อนโยนต่อมือ,Gentleness,Positive,0.9,High,ตอนนี้ใช้ Sunlight สูตรอ่อนโยนต่อมือค่ะ เคยลองหลายยี่ห้อแต่ส่วนใหญ่จะทำให้มือแห้ง แพ้ง่ายมาก,2,356,ผู้ตอบแสดงความพึงพอใจต่อผลิตภัณฑ์ Sunlight สูตรอ่อนโยนต่อมือ โดยเปรียบเทียบกับยี่ห้ออื่นที่ทำให้มือแห้งและแพ้ง่าย ทำให้รู้สึกว่าผลิตภัณฑ์นี้ตอบโจทย์ความต้องการได้ดี,,2025-12-12T19:20:45.902499,17
P15,มือไม่แห้ง / อ่อนโยนต่อมือ,Gentleness,Positive,0.75,High,เพราะเคยล้างแล้วมือแตกจนต้องไปหาหมอค่ะ หมอบอกว่าเป็น contact dermatitis จากสารเคมีในน้ำยาล้างจาน ตั้งแต่นั้นเลยเลือกแต่สูตรที่เขียนว่า gentle หรือมีส่วนผสมธรรมชาติ,4,358,ผู้ตอบแสดงความพึงพอใจในการเลือกใช้ผลิตภัณฑ์ที่อ่อนโยนต่อมือหลังจากประสบปัญหากับสารเคมีในน้ำยาล้างจาน,,2025-12-12T19:20:45.902499,17
P15,มือไม่แห้ง / อ่อนโยนต่อมือ,Gentle on Hands,Positive,0.9,High,ดู ingredient ค่ะ ถ้ามีคำว่า SLS หรือ alcohol เยอะ ๆ จะเลี่ยงเลย แล้วก็ดูว่ามี vitamin E หรือ aloe vera มั้ย พวกนี้ช่วยให้มือไม่แห้ง,6,360,ข้อความแสดงถึงความรู้สึกเชิงบวกต่อการเลือกส่วนผสมที่ดีสำหรับการดูแลมือ โดยเน้นถึงการหลีกเลี่ยงสารที่อาจทำให้มือแห้งและการเลือกส่วนผสมที่มีประโยชน์,,2025-12-12T19:20:45.902499,17
P15,มือไม่แห้ง / อ่อนโยนต่อมือ,User Experience,Mixed,0.75,High,เคยค่ะ ล้างดีมาก แต่แรงไปนิด มือแห้งค่ะ ถ้าใช้ต้องใส่ถุงมือทุกครั้ง,8,362,ผู้ตอบมีความพึงพอใจในประสิทธิภาพการล้าง แต่รู้สึกว่ามันแรงเกินไปทำให้มือแห้ง จึงต้องใช้ถุงมือทุกครั้ง,,2025-12-12T19:20:45.902499,17
P15,มือไม่แห้ง / อ่อนโยนต่อมือ,Gentleness,Positive,0.9,High,Sunlight สูตรอ่อนโยนมันฟองไม่เยอะ ล้างง่าย ไม่รู้สึกคันหลังล้าง แล้วกลิ่นหอมสะอาดแบบธรรมชาติ รู้สึกสบายใจเวลาล้าง,10,364,ข้อความแสดงถึงความพึงพอใจในคุณสมบัติของผลิตภัณฑ์ เช่น ฟองไม่เยอะ ล้างง่าย และกลิ่นหอมสะอาด ซึ่งทำให้รู้สึกสบายใจ,,2025-12-12T19:20:45.902499,17
