transcript_id,interview_id,turn_number,speaker,text,timestamp_seconds,language,created_at
284,P11,18,Respondent,ลองครับ แต่ต้องไม่แพง ถ้าขวดใหญ่ราคาดี ล้างดีเหมือน LiponF ก็พร้อมเปลี่ยน,,th,2025-12-12T19:14:51.283873
285,P11,19,Interviewer,แล้วคิดว่า LiponF กับ Sunlight ต่างกันยังไงในมุมคุณครับ?,,th,2025-12-12T19:14:58.601052
286,P11,20,Respondent,LiponF เหมือนของบ้านเรา ล้างดี คุ้ม ส่วน Sunlight ดูของคนเมือง หอมแต่ไม่คุ้มเท่า,,th,2025-12-12T19:14:58.601052
287,P11,21,Interviewer,ถ้ามีเพื่อนในหมู่บ้านถามว่า “ยี่ห้อไหนดีสุด?” คุณจะตอบว่าอะไรครับ?,,th,2025-12-12T19:15:06.588235
288,P11,22,Respondent,บอกว่า LiponF แน่นอนครับ ล้างมันดี คุ้มสุด ไม่ต้องใช้น้ำเยอะ,,th,2025-12-12T19:15:06.588235
289,P12,1,Interviewer,ที่ออฟฟิศใช้ยี่ห้อน้ำยาล้างจานอะไรอยู่คะ?,,th,2025-12-12T19:15:14.937831
290,P12,2,Respondent,ตอนนี้ใช้ Sunlight ครับ เพราะซื้อจาก Makro ง่าย แล้วดูเป็นแบรนด์ที่พนักงานคุ้นเคย ไม่ต้องอธิบายวิธีใช้,,th,2025-12-12T19:15:14.937831
291,P12,3,Interviewer,ทำไมถึงเลือก Sunlight คะ?,,th,2025-12-12T19:15:22.814572
292,P12,4,Respondent,เพราะดูสะอาด กลิ่นหอม แล้วภาพลักษณ์แบรนด์มันดูเรียบร้อย เวลามีลูกค้ามาที่ออฟฟิศเห็นในครัวก็รู้สึกว่าเราใส่ใจรายละเอียดเล็ก ๆ แบบนี้,,th,2025-12-12T19:15:22.814572
293,P12,5,Interviewer,เคยลองแบรนด์อื่นบ้างไหมครับ เช่น LiponF?,,th,2025-12-12T19:15:31.253564
294,P12,6,Respondent,เคยครับ LiponF ล้างมันดี แต่รู้สึกว่ากลิ่นแรง ดูเหมาะกับร้านอาหารมากกว่า ส่วน Sunlight มันหอมอ่อน ล้างแก้วกาแฟแล้วไม่มีกลิ่นตกค้าง,,th,2025-12-12T19:15:31.253564
295,P12,7,Interviewer,แล้วใครเป็นคนล้างจานในออฟฟิศครับ?,,th,2025-12-12T19:15:42.033489
296,P12,8,Respondent,แม่บ้านครับ แต่ผมก็ช่วยล้างบางที เวลาเครื่องชงกาแฟมันเลอะ อยากให้ดูสะอาดตลอดเวลา,,th,2025-12-12T19:15:42.033489
297,P12,9,Interviewer,สิ่งที่สำคัญที่สุดในการเลือกน้ำยาล้างจานสำหรับออฟฟิศคืออะไรครับ?,,th,2025-12-12T19:15:47.770212
298,P12,10,Respondent,ต้องล้างออกง่าย ไม่มีกลิ่นตกค้าง แล้วขวดต้องดูสะอาด ไม่เลอะเทอะ เพราะครัวอยู่ใกล้โซนประชุม,,th,2025-12-12T19:15:47.770212
299,P12,11,Interviewer,แล้วเวลาซื้อ ดูอะไรเป็นหลักครับ?,,th,2025-12-12T19:15:56.818034
300,P12,12,Respondent,ดูยี่ห้อ กลิ่น กับแพ็กเกจครับ ผมชอบพวกแบบหัวปั๊ม ดูเรียบร้อย สะดวกสำหรับพนักงาน,,th,2025-12-12T19:15:56.818034
301,P12,13,Interviewer,เคยมีปัญหาอะไรไหมกับน้ำยาล้างจานที่ใช้?,,th,2025-12-12T19:16:02.535833
302,P12,14,Respondent,บางทีพนักงานบ่นว่าฟองเยอะไป ล้างนาน ผมเลยให้เปลี่ยนเป็นสูตร Sunlight ฟองน้อย ช่วยประหยัดน้ำด้วย,,th,2025-12-12T19:16:02.535833
303,P12,15,Interviewer,ถ้ามีแบรนด์ใหม่ออกสูตรสำหรับออฟฟิศโดยเฉพาะ คุณสนใจไหมครับ?,,th,2025-12-12T19:16:10.191931
304,P12,16,Respondent,สนใจเลยครับ อยากได้แบบกลิ่นสะอาด ฟองน้อย ขวดสวย ดูโปร เหมาะกับออฟฟิศมากกว่าครัวบ้าน,,th,2025-12-12T19:16:10.191931
305,P12,17,Interviewer,แล้วมอง LiponF กับ Sunlight ต่างกันยังไงในมุมคุณครับ?,,th,2025-12-12T19:16:19.271763
306,P12,18,Respondent,LiponF คือของคนทำงานหนักในครัว Sunlight คือของคนที่ใส่ใจความสะอาดและความรู้สึก มันดู friendly กว่า,,th,2025-12-12T19:16:19.271763
307,P12,19,Interviewer,ถ้ามีสูตรใหม่ที่บอกว่า “ล้างสะอาดเหมือน LiponF แต่กลิ่นหอมอ่อนแบบ Sunlight” คุณจะลองไหมครับ?,,th,2025-12-12T19:16:25.736455
308,P12,20,Respondent,แน่นอนครับ เพราะจะได้ความสะอาดแบบมืออาชีพ แต่ยังคงภาพลักษณ์สะอาดเรียบของออฟฟิศไว้,,th,2025-12-12T19:16:25.736455
309,P12,21,Interviewer,ถ้ามีเพื่อนที่เปิดบริษัทถามว่า “ยี่ห้อไหนดีสำหรับออฟฟิศ?” คุณจะตอบว่าอะไรครับ?,,th,2025-12-12T19:16:33.610482
310,P12,22,Respondent,Sunlight ครับ ใช้ได้ทุกที่ กลิ่นดี ไม่แรง ขวดสวย พนักงานชอบ,,th,2025-12-12T19:16:33.610482
311,P13,1,Interviewer,ปกติคุณใช้ยี่ห้อน้ำยาล้างจานอะไรคะในครัว?,,th,2025-12-12T19:16:44.176021
312,P13,2,Respondent,ตอนนี้ใช้ Sunlight ค่ะ แต่ไม่ใช่ทุกสูตรนะคะ ต้องเป็นขวดโทนสีขาว-เหลืองแบบเลมอนหรือสูตรธรรมชาติ เพราะเข้ากับบ้านค่ะ (หัวเราะ),,th,2025-12-12T19:16:44.176021
313,P13,3,Interviewer,แปลว่าดีไซน์ขวดมีผลต่อการเลือกด้วยเหรอคะ?,,th,2025-12-12T19:16:50.211487
314,P13,4,Respondent,มีมากเลยค่ะ เพราะบ้านเราถ่ายคอนเทนต์ตลอด ถ้าวางขวดสีจัด ๆ มันจะโดดออกมาเกินไป บางทีต้องเทใส่ขวดหัวปั๊มที่เป็นโทนขาวเพื่อให้เข้ากับครัว,,th,2025-12-12T19:16:50.211487
315,P13,5,Interviewer,แล้วเวลาล้างจริง ๆ คุณรู้สึกยังไงกับ Sunlight?,,th,2025-12-12T19:16:54.866804
316,P13,6,Respondent,ใช้ดีค่ะ กลิ่นหอมสะอาด ฟองไม่เยอะ ล้างง่าย เหมาะกับคนที่ไม่ได้ทำอาหารมันมาก อย่างเราส่วนใหญ่ทำอาหารคลีน ๆ จานไม่ค่อยมัน,,th,2025-12-12T19:16:54.866804
317,P13,7,Interviewer,เคยลอง LiponF ไหมคะ?,,th,2025-12-12T19:17:03.214365
318,P13,8,Respondent,เคยค่ะ ตอนอยู่บ้านแม่ ใช้ดีมาก ล้างมันออกหมดเลย แต่กลิ่นกับแพ็กเกจมันไม่เข้ากับครัวเรา (หัวเราะ) มันดูอุตสาหกรรมไปหน่อย,,th,2025-12-12T19:17:03.214365
319,P13,9,Interviewer,เวลาซื้อเลือกจากอะไรเป็นหลักคะ?,,th,2025-12-12T19:17:12.783300
320,P13,10,Respondent,กลิ่นก่อนค่ะ อยากได้กลิ่นแบบธรรมชาติ สดชื่น ไม่เคมี แล้วก็ขวดต้องดูดี ถือถ่ายในคลิปแล้วไม่รู้สึกว่ากำลังโฆษณาแบรนด์ใดแบรนด์หนึ่งจ๋าเกินไป,,th,2025-12-12T19:17:12.783300
321,P13,11,Interviewer,ถ้ามีแบรนด์ที่ออกแบบน้ำยาล้างจาน “แนวมินิมอลดีไซน์” คุณคิดว่าจะน่าสนใจไหม?,,th,2025-12-12T19:17:21.253842
322,P13,12,Respondent,มากค่ะ ถ้ามีแบรนด์ที่กล้าทำขวดเรียบ ๆ สีขาว-เทา แล้วเน้นคำว่า natural หรือ sustainable จะน่าสนใจมาก โดยเฉพาะคนรุ่นใหม่ที่มองของใช้เป็นส่วนหนึ่งของบ้าน ไม่ใช่แค่ของใช้,,th,2025-12-12T19:17:21.253842
323,P13,13,Interviewer,แล้วคุณสนใจเรื่องความยั่งยืน (sustainability) ไหมคะ?,,th,2025-12-12T19:17:28.321132
324,P13,14,Respondent,สนใจค่ะ ตอนนี้เราเริ่มรีวิวของที่รีไซเคิลได้เยอะขึ้น ถ้าน้ำยาล้างจานทำจากส่วนผสมธรรมชาติ กลิ่นอ่อน ขวดรีฟิลได้ จะเป็นจุดขายที่ดีมาก,,th,2025-12-12T19:17:28.321132
325,P13,15,Interviewer,แล้วเวลาคุณพูดถึงแบรนด์ Sunlight หรือ LiponF ในคลิป คุณจะพูดถึงยังไงคะ?,,th,2025-12-12T19:17:36.647920
326,P13,16,Respondent,Sunlight จะพูดในเชิง lifestyle friendly ค่ะ “กลิ่นดี เข้ากับบ้าน” ส่วน LiponF จะพูดว่า “สูตรเข้มข้น ล้างมันออกดี” แต่จะไม่เน้นภาพ เพราะไม่เข้ากับ mood,,th,2025-12-12T19:17:36.647920
327,P13,17,Interviewer,ถ้ามีแบรนด์ใหม่ที่ให้คุณร่วมคอลแลบดีไซน์แพ็กเกจล้างจาน คุณอยากออกแบบแบบไหน?,,th,2025-12-12T19:17:43.206119
328,P13,18,Respondent,อยากให้เป็นโทนขาวขุ่น เรียบ สกรีนตัวหนังสือสีเทา กลิ่นสะอาดแบบยูคาลิปตัสหรือตะไคร้ แล้วใส่ refill pouch จะได้รักษ์โลกด้วย,,th,2025-12-12T19:17:43.206119
329,P13,19,Interviewer,ถ้ามีเพื่อนที่ทำคอนเทนต์สายบ้านถามว่า “ยี่ห้อไหนดีถ่ายคลิปแล้วดู aesthetic?” คุณจะตอบว่าอะไรคะ?,,th,2025-12-12T19:17:51.833629
330,P13,20,Respondent,Sunlight สูตรธรรมชาติค่ะ หรือไม่ก็แบรนด์ญี่ปุ่นบางตัว แต่ Sunlight หาง่าย ใช้จริงก็ดีด้วย,,th,2025-12-12T19:17:51.833629
331,P14,1,Interviewer,ที่หอใช้ยี่ห้อน้ำยาล้างจานอะไรอยู่คะ?,,th,2025-12-12T19:18:00.722942
332,P14,2,Respondent,ที่นี่ส่วนใหญ่ใช้ Sunlight ครับ เพราะมันมีขายทั่วไป ในซูเปอร์มาร์เก็ต ทุกคนในหอรู้จัก และราคากลาง ๆ ไม่แพง,,th,2025-12-12T19:18:00.722942
333,P14,3,Interviewer,รู้จัก Sunlight ตั้งแต่ก่อนมาเรียนไหม?,,th,2025-12-12T19:18:07.088209
334,P14,4,Respondent,รู้จักอยู่แล้ว ที่ไทยก็เคยใช้ พอมาเห็นที่นี่เลยรู้สึกคุ้น แบบไม่ต้องคิดเยอะ กลิ่นก็เหมือนเดิมเลย (หัวเราะ),,th,2025-12-12T19:18:07.088209
335,P14,5,Interviewer,แล้วเพื่อนต่างชาติชอบไหมคะ?,,th,2025-12-12T19:18:11.191110
336,P14,6,Respondent,ชอบครับ เขาบอกว่ากลิ่นมันสะอาด ไม่แรง ของบางแบรนด์ที่นี่กลิ่นฟลอรัลจัด จนเพื่อนคนยุโรปบ่น แต่ Sunlight เลมอนนี่โอเคกับทุกคน,,th,2025-12-12T19:18:11.191110
337,P14,7,Interviewer,ที่หอใครเป็นคนซื้อน้ำยาล้างจานครับ?,,th,2025-12-12T19:18:15.286201
338,P14,8,Respondent,เราซื้อหมุนกันครับ ใครเห็นหมดก่อนก็ไปซื้อมาวาง เราเลยต้องเลือกแบรนด์ที่ทุกคนใช้ได้ ไม่มีกลิ่นที่คนแพ้,,th,2025-12-12T19:18:15.286201
339,P14,9,Interviewer,แล้วเวลาล้าง คุณสังเกตอะไรเป็นพิเศษไหม?,,th,2025-12-12T19:18:22.174782
340,P14,10,Respondent,อยากให้ล้างออกง่าย เพราะน้ำที่นี่แรงดันสูง ฟองเยอะเกินจะเปลืองน้ำ เราเลยเลือกสูตรฟองน้อย,,th,2025-12-12T19:18:22.174782
341,P14,11,Interviewer,เคยลอง LiponF ไหมครับ?,,th,2025-12-12T19:18:31.354577
342,P14,12,Respondent,ตอนอยู่ไทยเคยครับ เข้มข้นมาก ล้างหม้อทอดได้สบาย แต่ที่นี่ไม่เห็นขาย ถ้ามีคงใช้แน่เพราะคุ้มกว่า,,th,2025-12-12T19:18:31.354577
343,P14,13,Interviewer,แล้วคิดว่า Sunlight ต่างจากแบรนด์ท้องถิ่นยังไงครับ?,,th,2025-12-12T19:18:38.081470
344,P14,14,Respondent,แบรนด์ท้องถิ่นบางตัวเน้นกลิ่นหอมแรงๆ แต่ Sunlight ดูสมดุลกว่า สะอาด หอมแบบธรรมชาติ เหมาะกับหอที่มีคนหลายเชื้อชาติ,,th,2025-12-12T19:18:38.081470
345,P14,15,Interviewer,เวลาซื้อเลือกจากอะไรครับ?,,th,2025-12-12T19:18:48.109462
346,P14,16,Respondent,ราคากับกลิ่นครับ ขวดขนาดกลางจะสะดวกสุด เพราะห้องครัวเล็ก ถ้าขวดใหญ่ไปไม่มีที่วาง,,th,2025-12-12T19:18:48.109462
347,P14,17,Interviewer,แล้วเพื่อนร่วมห้องมีคอมเมนต์เรื่องแบรนด์ไหม?,,th,2025-12-12T19:18:56.948617
348,P14,18,Respondent,เขาชอบ Sunlight เพราะไม่เหลือกลิ่นบนแก้วกาแฟ บางแบรนด์กลิ่นติดจาน เพื่อนบ่นเลยว่าเหมือนกินกาแฟผสมสบู่ (หัวเราะ),,th,2025-12-12T19:18:56.948617
349,P14,19,Interviewer,ถ้ามีแบรนด์ใหม่ที่โฆษณาว่า “ล้างมันดีมากแต่กลิ่นแรงหน่อย” จะลองไหม?,,th,2025-12-12T19:19:03.996014
350,P14,20,Respondent,ไม่ครับ เพราะต้องแชร์กัน กลิ่นแรงคนอื่นอาจไม่ชอบ ต้องเลือกกลาง ๆ ไว้ก่อน,,th,2025-12-12T19:19:03.996014
351,P14,21,Interviewer,แล้วถ้ามีสูตร eco หรือ refill คุณสนใจไหม?,,th,2025-12-12T19:19:08.528817
352,P14,22,Respondent,สนใจครับ เพราะที่นี่เขาแยกขยะจริงจัง ถ้ามี refill หรือ ขวดรีไซเคิลได้จะรู้สึกดีมาก,,th,2025-12-12T19:19:08.528817
353,P14,23,Interviewer,สุดท้ายถ้ามีเพื่อนไทยจะมาศึกษาต่อ แล้วถามว่า “ยี่ห้อไหนดีในต่างประเทศ?” คุณจะตอบว่าอะไรครับ?,,th,2025-12-12T19:19:14.948914
354,P14,24,Respondent,บอกว่า Sunlight เลย หาซื้อง่าย ทุกคนใช้ได้ ไม่แรง ไม่เปลืองน้ำ,,th,2025-12-12T19:19:14.948914
355,P15,1,Interviewer,ปกติใช้ยี่ห้อน้ำยาล้างจานอะไรอยู่คะ?,,th,2025-12-12T19:19:22.032121
356,P15,2,Respondent,ตอนนี้ใช้ Sunlight สูตรอ่อนโยนต่อมือค่ะ เคยลองหลายยี่ห้อแต่ส่วนใหญ่จะทำให้มือแห้ง แพ้ง่ายมาก,,th,2025-12-12T19:19:22.032121
357,P15,3,Interviewer,ทำไมถึงเลือกสูตรอ่อนโยนเป็นหลักคะ?,,th,2025-12-12T19:19:29.039203
358,P15,4,Respondent,เพราะเคยล้างแล้วมือแตกจนต้องไปหาหมอค่ะ หมอบอกว่าเป็น contact dermatitis จากสารเคมีในน้ำยาล้างจาน ตั้งแต่นั้นเลยเลือกแต่สูตรที่เขียนว่า gentle หรือมีส่วนผสมธรรมชาติ,,th,2025-12-12T19:19:29.039203
359,P15,5,Interviewer,แล้วเวลาเลือกดูอะไรเป็นพิเศษไหม?,,th,2025-12-12T19:19:35.328383
360,P15,6,Respondent,ดู ingredient ค่ะ ถ้ามีคำว่า SLS หรือ alcohol เยอะ ๆ จะเลี่ยงเลย แล้วก็ดูว่ามี vitamin E หรือ aloe vera มั้ย พวกนี้ช่วยให้มือไม่แห้ง,,th,2025-12-12T19:19:35.328383
361,P15,7,Interviewer,เคยลอง LiponF ไหมคะ?,,th,2025-12-12T19:19:42.482409
362,P15,8,Respondent,เคยค่ะ ล้างดีมาก แต่แรงไปนิด มือแห้งค่ะ ถ้าใช้ต้องใส่ถุงมือทุกครั้ง,,th,2025-12-12T19:19:42.482409
363,P15,9,Interviewer,แล้ว Sunlight ล่ะคะ รู้สึกต่างยังไง?,,th,2025-12-12T19:19:49.553757
364,P15,10,Respondent,Sunlight สูตรอ่อนโยนมันฟองไม่เยอะ ล้างง่าย ไม่รู้สึกคันหลังล้าง แล้วกลิ่นหอมสะอาดแบบธรรมชาติ รู้สึกสบายใจเวลาล้าง,,th,2025-12-12T19:19:49.553757
365,P15,11,Interviewer,ฟังดูให้ความสำคัญกับกลิ่นด้วยใช่ไหมคะ?,,th,2025-12-12T19:20:00.100317
366,P15,12,Respondent,ใช่ค่ะ เพราะถ้ากลิ่นแรงเกินจะรู้สึกแสบจมูก อยากได้กลิ่นสะอาด ๆ แบบเบา ๆ ไม่เคมี,,th,2025-12-12T19:20:00.100317
367,P15,13,Interviewer,เวลาล้างจานบ่อย ๆ มีพฤติกรรมช่วยถนอมมือยังไงบ้างคะ?,,th,2025-12-12T19:20:06.347241
368,P15,14,Respondent,พยายามล้างให้เร็วขึ้น ใส่ถุงมือบาง ๆ แล้วก็ใช้ครีมทามือทุกคืนค่ะ ถ้าเจอสูตรที่ไม่ต้องกลัวมือพังจะดีมาก,,th,2025-12-12T19:20:06.347241
369,P15,15,Interviewer,แล้วมีปัญหาเรื่องฟองไหมคะ?,,th,2025-12-12T19:20:13.093200
370,P15,16,Respondent,ถ้าฟองเยอะเกินไปจะไม่ชอบ เพราะต้องใช้น้ำเยอะล้างออก บางทีฟองติดมือแล้วรู้สึกแสบ,,th,2025-12-12T19:20:13.093200
371,P15,17,Interviewer,ถ้ามีแบรนด์ใหม่ที่บอกว่า “ล้างดีเท่า LiponF แต่อ่อนโยนแบบ skincare” จะลองไหมคะ?,,th,2025-12-12T19:20:21.681404
372,P15,18,Respondent,ลองแน่นอนเลยค่ะ ขอแค่อ่อนโยนจริง ไม่ใช่เขียนข้างขวดเฉย ๆ ถ้ามี dermatologist tested จะเชื่อถือมากขึ้น,,th,2025-12-12T19:20:21.681404
373,P15,19,Interviewer,แล้วในภาพจำของแบรนด์ตอนนี้เป็นยังไงบ้างคะ?,,th,2025-12-12T19:20:28.261961
374,P15,20,Respondent,LiponF = เข้มข้น ล้างมันดี แต่แรง Sunlight = อ่อนโยน ใช้ง่าย เหมาะกับผู้หญิงทำงานแบบเรา,,th,2025-12-12T19:20:28.261961
375,P15,21,Interviewer,ถ้ามีเพื่อนบ่นว่าล้างจานแล้วมือแห้ง คุณจะแนะนำอะไรคะ?,,th,2025-12-12T19:20:37.166982
376,P15,22,Respondent,บอกให้ลองสูตรอ่อนโยนของ Sunlight ค่ะ หรือพวกแบรนด์ออร์แกนิก ถ้าไม่กลัวเปลืองหน่อย มือจะสบายกว่าเยอะ,,th,2025-12-12T19:20:37.166982
377,P16,1,Interviewer,ตอนนี้ใช้ยี่ห้อน้ำยาล้างจานอะไรอยู่คะ?,,th,2025-12-12T19:20:45.904495
378,P16,2,Respondent,ตอนนี้ใช้ของ Sunlight สูตรออร์แกนิกค่ะ แต่ไม่ใช่สูตรปกติ เพราะต้องใช้ล้างขวดนมลูกด้วย ต้องแน่ใจว่าไม่เหลือสารตกค้าง,,th,2025-12-12T19:20:45.904495
379,P16,3,Interviewer,ทำไมถึงเลือกสูตรนี้คะ?,,th,2025-12-12T19:20:51.266883
380,P16,4,Respondent,เพราะก่อนคลอดก็หาข้อมูลเยอะ หลายคนบอกว่าน้ำยาล้างจานทั่วไปมีสารเคมีตกค้าง เลยเลือกสูตรที่เขียนว่า “ล้างขวดนมได้” หรือ “food-grade” ไว้ก่อนเลย,,th,2025-12-12T19:20:51.266883
381,P16,5,Interviewer,แล้วเคยลองแบรนด์อื่นไหมคะ?,,th,2025-12-12T19:20:58.038061
382,P16,6,Respondent,เคยลองแบรนด์สำหรับเด็กโดยเฉพาะค่ะ แต่ราคาสูงมาก พอมาเจอ Sunlight สูตรธรรมชาติก็รู้สึกว่าเป็นจุดกลางที่ดี สะอาด แต่ยังปลอดภัย,,th,2025-12-12T19:20:58.038061
383,P16,7,Interviewer,เวลาล้างขวดนมต้องละเอียดกว่าล้างจานทั่วไปไหมคะ?,,th,2025-12-12T19:21:07.517570
384,P16,8,Respondent,มากค่ะ ต้องแช่ก่อน ใช้แปรงเฉพาะ แล้วล้างซ้ำหลายรอบ น้ำยาต้องล้างออกง่าย ไม่เหลือฟองหรือกลิ่นเลย,,th,2025-12-12T19:21:07.517570
385,P16,9,Interviewer,แล้วรู้สึกยังไงเวลาใช้ Sunlight ล้างขวดนมคะ?,,th,2025-12-12T19:21:16.025732
386,P16,10,Respondent,รู้สึกสะอาดดีค่ะ กลิ่นอ่อน ไม่เคมี พอล้างแล้วเอาไปต้มต่อ ไม่มีกลิ่นเหลือเลย มั่นใจว่าปลอดภัย,,th,2025-12-12T19:21:16.025732
387,P16,11,Interviewer,เคยใช้ LiponF ไหมคะ?,,th,2025-12-12T19:21:21.311326
388,P16,12,Respondent,เคยตอนก่อนมีลูกค่ะ ล้างมันดีมาก แต่แรงไปสำหรับขวดนม รู้สึกกลัวสารตกค้างเลยเปลี่ยน,,th,2025-12-12T19:21:21.311326
389,P16,13,Interviewer,แล้วเวลาซื้อเลือกจากอะไรเป็นหลักคะ?,,th,2025-12-12T19:21:27.676496
390,P16,14,Respondent,ดูคำว่า “ปลอดภัยสำหรับเด็ก” หรือ “ผ่านการทดสอบแพทย์” ก่อนเลยค่ะ ถ้ามี certification เช่น Dermatologist หรือ Food Contact Safe ยิ่งมั่นใจ,,th,2025-12-12T19:21:27.676496
391,P16,15,Interviewer,แล้วถ้ามีแบรนด์ใหม่ที่ออกสูตรเฉพาะ “สำหรับครอบครัวมีเด็กเล็ก” คุณสนใจไหม?,,th,2025-12-12T19:21:33.624863
392,P16,16,Respondent,สนใจแน่นอนค่ะ เพราะตอนนี้ยังต้องซื้อน้ำยาล้างขวดนมแยกจากน้ำยาล้างจาน ถ้ามีสูตรเดียวใช้ได้ทั้งสองจะสะดวกมาก,,th,2025-12-12T19:21:33.624863
393,P16,17,Interviewer,ถ้ามีคนถามว่า “ทำไมต้องเลือกน้ำยาล้างจานดีๆ ขนาดนั้น?” คุณจะตอบยังไงคะ?,,th,2025-12-12T19:21:38.167150
394,P16,18,Respondent,จะบอกว่า เพราะลูกเอาขวดนมเข้าปากทุกวัน สารตกค้างนิดเดียวก็ไม่คุ้มเลย ดีกว่าป้องกันไว้ก่อน,,th,2025-12-12T19:21:38.167150
395,P16,19,Interviewer,สุดท้ายถ้ามีเพื่อนที่กำลังตั้งครรภ์ถามว่า “ยี่ห้อไหนดี?” คุณจะตอบว่าอะไรคะ?,,th,2025-12-12T19:21:43.983648
396,P16,20,Respondent,บอกว่า Sunlight สูตรออร์แกนิกค่ะ เพราะใช้กับขวดนมได้ สะอาด ปลอดภัย ราคากลางๆ ไม่ต้องซื้อสองแบบ,,th,2025-12-12T19:21:43.983648
397,P17,1,Interviewer,ปกติพี่ใช้ยี่ห้อน้ำยาล้างจานอะไรคะเวลาทำความสะอาดห้อง?,,th,2025-12-12T19:21:53.413583
398,P17,2,Respondent,ส่วนใหญ่ใช้ LiponF ค่ะ ซื้อแบบแกลลอนใหญ่ ใช้คุ้ม ล้างจานหม้อแก้วได้หมด ไม่ต้องบีบเยอะ,,th,2025-12-12T19:21:53.413583
399,P17,3,Interviewer,ทำไมถึงเลือก LiponF เป็นหลักคะ?,,th,2025-12-12T19:22:01.410289
400,P17,4,Respondent,เพราะมันเข้มข้น ใช้กับห้องหลายห้องได้เลย จานมันๆ จากแขกที่ทำอาหารเอง ล้างทีเดียวก็ออก ไม่ต้องขัดซ้ำ,,th,2025-12-12T19:22:01.410289
401,P17,5,Interviewer,เคยลอง Sunlight ไหมคะ?,,th,2025-12-12T19:22:12.230922
402,P17,6,Respondent,เคยค่ะ กลิ่นหอมดีแต่เปลืองกว่า ต้องบีบเยอะ ถึงจะล้างมันออกหมด เลยกลับมาใช้ LiponF,,th,2025-12-12T19:22:12.230922
403,P17,7,Interviewer,พี่ต้องล้างจานวันละกี่ชุดคะ?,,th,2025-12-12T19:22:20.189439
404,P17,8,Respondent,ถ้าวันที่แขกเยอะ 5–6 ห้อง ก็ประมาณ 20–30 ชุดได้ค่ะ เลยต้องใช้น้ำยาที่ล้างไว ไม่เปลืองน้ำ ไม่ต้องรอฟองหาย,,th,2025-12-12T19:22:20.189439
405,P17,9,Interviewer,แล้วฟองมีผลไหมกับการทำงานคะ?,,th,2025-12-12T19:22:28.497085
406,P17,10,Respondent,มีค่ะ ถ้าฟองเยอะจะล้างออกยาก เสียเวลา บางทีต้องล้างแก้วไวน์หรือถ้วยกาแฟให้ใส ถ้ามีฟองเหลือจะดูไม่สะอาด,,th,2025-12-12T19:22:28.497085
407,P17,11,Interviewer,แล้วกลิ่นล่ะคะ สำคัญไหม?,,th,2025-12-12T19:22:34.262790
408,P17,12,Respondent,สำคัญนิดหน่อยค่ะ ไม่อยากให้กลิ่นแรงเกินไปเพราะห้องปิด ถ้ากลิ่นแรงมันจะติดในอ่างล้างจาน,,th,2025-12-12T19:22:34.262790
409,P17,13,Interviewer,เคยมีปัญหาเรื่องมือแห้งไหมคะ?,,th,2025-12-12T19:22:38.497612
410,P17,14,Respondent,มีบ้างค่ะ แต่เราก็ใส่ถุงมืออยู่แล้ว เพราะต้องใช้ทั้งน้ำยา น้ำยาถูพื้น น้ำยาห้องน้ำ เลยไม่ซีเรียสเท่าไร,,th,2025-12-12T19:22:38.497612
411,P17,15,Interviewer,ถ้ามีสูตรที่บอกว่า “ล้างไวขึ้น 40% ฟองน้อย แต่ล้างมันดีเหมือนเดิม” พี่สนใจไหมคะ?,,th,2025-12-12T19:22:43.641782
412,P17,16,Respondent,สนใจเลยค่ะ เพราะล้างไวขึ้น ทำห้องได้เพิ่ม เวลาเร่งๆ จะช่วยเยอะมาก,,th,2025-12-12T19:22:43.641782
413,P17,17,Interviewer,แล้วถ้ามีแบรนด์ทำแพ็กเกจ refill ใหญ่ ส่งตรงถึงคอนโด จะสะดวกไหมคะ?,,th,2025-12-12T19:22:49.207051
414,P17,18,Respondent,สะดวกมากค่ะ ตอนนี้ต้องหิ้วจาก Makro ทุกเดือน ถ้ามีส่งถึงคอนโดคือดีสุด,,th,2025-12-12T19:22:49.207051
415,P17,19,Interviewer,แล้วพี่รู้สึกยังไงกับ LiponF กับ Sunlight ในภาพรวมคะ?,,th,2025-12-12T19:22:54.428986
416,P17,20,Respondent,LiponF = เข้มข้น ล้างมัน คุ้ม Sunlight = กลิ่นดี แต่เหมาะกับบ้านมากกว่า ไม่เหมาะกับงานเร่งๆ แบบคอนโด,,th,2025-12-12T19:22:54.428986
417,P17,21,Interviewer,ถ้ามีเพื่อนทำงานแม่บ้านด้วยกันถามว่า “ยี่ห้อไหนดีสุด?” พี่จะตอบว่าอะไรคะ?,,th,2025-12-12T19:23:03.641532
418,P17,22,Respondent,LiponF เลยค่ะ เพราะคุ้ม ล้างมันดี ล้างไว ฟองน้อย,,th,2025-12-12T19:23:03.641532
419,P18,1,Interviewer,ปกติพี่ใช้น้ำยาล้างจานยี่ห้ออะไรคะ?,,th,2025-12-12T19:23:15.194005
420,P18,2,Respondent,ส่วนใหญ่ใช้ LiponF ค่ะ ซื้อแบบแกลลอนใหญ่ เพราะล้างทุกวัน ล้างหม้อทอดหมู กระทะ เขียง มันเยอะมาก,,th,2025-12-12T19:23:15.194005
421,P18,3,Interviewer,ทำไมถึงเลือก LiponF คะ?,,th,2025-12-12T19:23:23.460738
